61925,35 Days,cy,2,8.5,2014-03-23,2020-05-31,false,2.717,[Mystery,  Drama]
128011,The Museum,cy,4,8.25,2021-05-30,2021-07-04,true,4.504,[Drama,  Crime]
74412,Bang,cy,6,8.0,2017-09-10,2020-03-29,true,3.251,[Drama,  Crime]
10462,People of the Valley,cy,1,8.0,1974-10-16,2023-02-02,true,1.095,[Drama,  Soap]
60605,Hinterland,cy,74,7.384,2013-10-29,2016-12-18,false,17.618,[Crime,  Drama,  Mystery]
76566,Hidden,cy,26,7.231,2018-01-07,2021-11-14,false,9.196,[Crime,  Drama,  Mystery]
75592,Keeping Faith,cy,29,7.138,2017-11-05,2020-12-06,false,9.322,[Mystery,  Drama]
705,SuperTed,cy,23,7.087,1983-10-04,1986-02-06,false,5.27,[Animation]
122783,Bregus,cy,1,7.0,2021-03-21,2021-04-25,true,1.363,[Drama]
5200,Fireman Sam,cy,26,6.5,1987-11-17,2023-07-07,true,68.143,[Kids,  Animation,  Comedy]
202140,The Light in the Hall,cy,8,6.2,2022-05-15,2022-06-12,false,4.855,[Drama]
35349,Alys,cy,1,2.0,2011-01-23,2012-12-30,false,1.4,[]
