43332,Our Little Clinic,sl,1,10.0,2004-09-13,2007-12-10,false,6.108,[Family,  Comedy]
132223,Yes, Chef!,sl,2,9.0,2021-06-17,2023-08-17,true,1.934,[Comedy]
117079,Cases of Inspector Vrenko,sl,1,8.0,2021-01-10,2023-02-12,true,1.729,[Crime,  Drama]
97787,The Lake,sl,1,8.0,2019-12-22,2020-01-26,false,3.241,[Crime]
239375,Poseta,sl,1,8.0,2023-10-02,2023-10-02,true,2.285,[Crime,  Mystery]
156680,Lenin's Park,sl,1,7.0,2022-01-09,2022-01-23,false,944.0,[Crime]
157496,Valley of Roses,sl,1,7.0,2022-01-30,2022-02-13,true,2.158,[Crime]
132421,Revolutionary Parties of Our Youth,sl,1,7.0,2017-06-10,2017-06-10,true,0.6,[]
