7957,Viza za budućnost,bs,1,10.0,,,false,0.6,[Comedy]
218736,Tender,bs,1,10.0,2022-12-31,2023-01-21,true,1.4,[Comedy]
15612,Crazy, Confused, Normal,bs,4,8.5,2007-10-02,2021-11-05,true,126.545,[Comedy]
219455,On the Edge of Reason,bs,1,7.0,2022-12-17,2023-01-22,true,1.526,[Comedy]
244338,Dream Team,bs,1,7.0,,2024-03-05,true,22.418,[]
212862,Kotlina,bs,1,6.5,2022-09-26,2022-10-17,true,992.0,[Mystery,  Action & Adventure,  Drama]
99993,Good Morning Neighbors,bs,1,5.0,2019-01-13,2021-05-02,true,935.0,[Comedy,  Drama]
138928,Kaljave gume,bs,1,1.0,2021-02-13,2021-02-13,true,0.6,[]
138907,Bogu iza nogu,bs,1,1.0,2021-10-12,2021-10-12,true,903.0,[]
